"","activity_type","date","favorite","distance","calories","time","avg_hr","max_hr","aerobic_te","avg_run_cadence","max_run_cadence","avg_pace","best_pace","total_ascent","total_descent","avg_stride_length","avg_vertical_ratio","avg_vertical_oscillation","avg_ground_contact_time","avg_gct_balance","training_stress_score","avg_power","max_power","grit","flow","total_strokes","avg_swolf","avg_stroke_rate","total_reps","total_sets","dive_time","min_temp","surface_interval","decompression","best_lap_time","number_of_laps","max_temp","moving_time","elapsed_time","min_elevation","max_elevation"
"281","Cardio","2021-02-27 15:52:14","false","0.00","68","00:20:01",93,108,"0.2","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:20:01",1,82.4,"00:00:00","00:20:01","1,684","1,684"
"282","Cardio","2021-02-26 19:38:23","false","0.00","101","00:15:06",123,134,"0.9","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:15:06",1,82.4,"00:00:00","00:15:06","1,689","1,689"
"283","Yoga","2021-02-26 06:54:58","false","0.00","76","00:18:30",100,129,"0.3","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:18:30",1,82.4,"00:00:00","00:18:30","--","--"
"284","Strength Training","2021-02-24 07:20:12","false","0.00","201","00:33:41",120,172,"2.1","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,4,"1","0:00",78.8,"0:00","No","00:33:41",1,80.6,"00:33:41","00:33:41","--","--"
"285","Walking","2021-02-23 15:48:17","false","1.64","158","00:30:07",120,136,"0.6","99","239","18:20","12:47","95","72",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:12:35",2,87.8,"00:29:02","00:30:07","1,529","1,568"
"286","Strength Training","2021-02-22 07:24:06","false","0.00","154","00:22:55",128,180,"2.2","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,24,"1","0:00",78.8,"0:00","No","00:22:55",1,84.2,"00:22:55","00:22:55","--","--"
"287","Walking","2021-02-21 15:11:03","false","2.52","138","00:26:31",116,125,"0.6","104","119","10:31","0:25","49","36",1.47,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:05:58.4",3,84.2,"00:26:20","00:26:54","1,532","1,558"
"288","Walking","2021-02-20 15:54:33","false","1.60","147","00:28:48",104,122,"0.6","109","128","18:00","8:43","49","49",0.82,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:11:17",2,78.8,"00:28:27","00:28:48","1,417","1,550"
"289","Yoga","2021-02-11 06:34:46","false","0.00","108","00:35:41",91,140,"0.4","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:35:41",1,84.2,"00:00:00","00:35:41","--","--"
"290","Indoor Cycling","2021-02-05 06:39:33","false","0.00","212","00:25:11",141,177,"2.5","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:25:11",1,84.2,"00:00:00","00:29:37","--","--"
"291","Indoor Cycling","2021-02-03 06:45:36","false","10.00","343","00:43:17",140,177,"3.0","--","--","13.9","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:43:17",1,82.4,"00:00:00","00:43:17","--","--"
"292","Walking","2021-02-01 15:13:14","false","1.80","167","00:30:11",119,136,"0.6","109","230","16:45","9:13","62","56",0.88,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:13:20",2,82.4,"00:30:05","00:30:11","2,335","2,402"
"293","Indoor Cycling","2021-02-01 06:58:36","false","5.30","197","00:23:45",137,173,"2.3","--","--","13.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:23:45",1,80.6,"00:00:00","00:23:45","--","--"
"294","Running","2021-01-31 14:29:23","false","1.01","108","00:09:36.7",167,186,"2.4","164","178","9:34","7:55","30","52",1.03,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:00:01.6",2,77,"00:09:36.7","00:09:54.5","2,277","2,335"
"295","Walking","2021-01-31 14:13:55","false","0.90","85","00:15:12",108,124,"0.4","103","170","16:51","10:01","26","23",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:15:12",1,82.4,"00:14:53","00:15:12","2,229","2,334"
"296","Indoor Cycling","2021-01-31 06:59:27","false","9.30","354","00:41:41",143,176,"3.0","--","--","13.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:41:41",1,80.6,"00:00:00","00:41:41","--","--"
"297","Cardio","2021-01-30 06:37:16","false","0.00","325","00:38:07",141,172,"2.8","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:38:07",1,80.6,"00:00:00","00:38:07","2,229","2,229"
"298","Indoor Cycling","2021-01-29 07:21:14","false","6.10","237","00:26:01",145,174,"2.7","--","--","14.1","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:26:01",1,84.2,"00:00:00","00:26:01","--","--"
"299","Indoor Cycling","2021-01-27 06:48:27","false","5.50","347","00:37:40",149,178,"3.2","--","--","8.8","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:37:40",1,84.2,"00:00:00","00:37:40","--","--"
"300","Indoor Cycling","2021-01-25 06:46:19","false","7.50","219","00:28:30",133,173,"2.1","--","--","15.8","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:28:30",1,84.2,"00:00:00","00:28:30","--","--"
"301","Walking","2021-01-24 15:16:06","false","1.32","127","00:21:14",116,135,"0.7","105","158","16:05","13:49","62","49",0.96,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:05:20.7",2,84.2,"00:21:10","00:21:14","2,102","2,232"
"302","Indoor Cycling","2021-01-24 06:56:35","false","11.70","360","00:45:01",139,178,"2.9","--","--","15.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:45:01",1,82.4,"00:00:00","00:45:01","--","--"
"303","Indoor Cycling","2021-01-23 06:55:08","false","11.60","420","00:50:01",141,168,"2.8","--","--","13.9","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:50:01",1,82.4,"00:00:00","00:50:01","--","--"
"304","Indoor Cycling","2021-01-22 06:19:00","false","8.50","343","00:40:01",144,173,"3.0","--","--","12.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:40:01",1,82.4,"00:00:00","00:40:01","--","--"
"305","Indoor Cycling","2021-01-20 06:41:34","false","8.50","291","00:35:29",136,168,"2.6","--","--","14.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:35:29",1,82.4,"00:00:00","00:35:29","--","--"
"306","Indoor Cycling","2021-01-19 06:21:01","false","5.50","195","00:21:30",143,170,"2.4","--","--","15.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:21:30",1,82.4,"00:00:00","00:21:30","--","--"
"307","Indoor Cycling","2021-01-18 06:51:23","false","8.10","329","00:36:18",146,174,"3.0","--","--","13.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:36:18",1,82.4,"00:00:00","00:36:18","--","--"
"308","Indoor Cycling","2021-01-16 06:48:44","false","11.00","388","00:48:13",144,181,"3.2","--","--","13.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:48:13",1,80.6,"00:00:00","00:48:13","--","--"
"309","Indoor Cycling","2021-01-14 06:50:16","false","10.00","298","00:41:12",132,167,"2.4","--","--","14.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:41:12",1,78.8,"00:00:00","00:41:17","--","--"
"310","Indoor Cycling","2021-01-13 06:48:11","false","5.50","189","00:21:35",138,175,"2.4","--","--","15.3","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:21:35",1,78.8,"00:00:00","00:21:35","--","--"
"311","Indoor Cycling","2021-01-11 06:43:32","false","8.70","331","00:37:11",145,176,"3.0","--","--","14.0","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:37:11",1,80.6,"00:00:00","00:37:11","--","--"
"312","Indoor Cycling","2021-01-10 07:05:37","false","9.20","304","00:40:01",135,172,"2.4","--","--","13.8","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:40:01",1,80.6,"00:00:00","00:40:01","--","--"
"313","Indoor Cycling","2021-01-09 07:00:17","false","10.50","340","00:45:02",137,171,"2.5","--","--","14.0","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:45:02",1,84.2,"00:00:00","00:45:02","--","--"
"314","Indoor Cycling","2021-01-08 06:25:18","false","9.50","315","00:43:14",134,171,"2.5","--","--","13.2","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:43:14",1,84.2,"00:00:00","00:43:16","--","--"
"315","Running","2021-01-06 07:10:08","false","2.00","214","00:20:36",161,182,"2.8","166","188","10:17","7:20","33","66",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",53.6,"0:00","No","00:00:01.8",3,77,"00:20:36","00:20:36","2,008","2,056"
"316","Indoor Cycling","2021-01-06 06:41:35","false","5.50","189","00:25:15",129,151,"1.9","--","--","13.1","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:25:15",1,84.2,"00:00:00","00:25:15","--","--"
"317","Indoor Cycling","2021-01-05 06:21:15","false","6.00","153","00:25:46",118,162,"1.6","--","--","14.0","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:25:46",1,82.4,"00:00:00","00:25:46","--","--"
"318","Indoor Cycling","2021-01-04 06:42:14","false","11.00","365","00:45:01",142,177,"3.1","--","--","14.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:45:01",1,84.2,"00:00:00","00:45:01","--","--"
"319","Indoor Cycling","2021-01-03 06:21:41","false","8.60","264","00:35:41",132,172,"2.5","--","--","14.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:35:41",1,80.6,"00:00:00","00:35:41","--","--"
"320","Indoor Cycling","2021-01-02 06:30:13","false","7.70","220","00:30:01",130,159,"2.1","--","--","15.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:30:01",1,84.2,"00:00:00","00:30:01","--","--"
"321","Indoor Cycling","2021-01-01 08:40:06","false","7.00","234","00:25:09",146,175,"2.8","--","--","16.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:25:09",1,82.4,"00:00:00","00:25:09","--","--"
"322","Walking","2020-12-31 12:22:29","false","2.07","199","00:33:56",115,129,"0.7","104","136","16:23","13:45","125","115",0.94,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:01:20.4",3,84.2,"00:33:55","00:33:56","2,072","2,190"
"323","Indoor Cycling","2020-12-31 06:56:17","false","8.10","308","00:35:01",143,175,"3.0","--","--","13.9","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:35:01",1,84.2,"00:00:00","00:35:01","--","--"
"324","Indoor Cycling","2020-12-29 06:13:17","false","14.50","476","01:00:06",143,171,"3.0","--","--","14.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","01:00:06",1,84.2,"00:00:00","01:00:06","--","--"
"325","Indoor Cycling","2020-12-28 06:49:33","false","7.50","295","00:40:01",132,164,"2.4","--","--","11.2","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:40:01",1,84.2,"00:00:00","00:40:01","--","--"
"326","Indoor Cycling","2020-12-27 06:32:33","false","7.00","221","00:26:50",140,178,"2.6","--","--","15.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:26:50",1,84.2,"00:00:00","00:26:50","--","--"
"327","Indoor Cycling","2020-12-26 06:51:35","false","5.00","146","00:21:52",121,148,"1.4","--","--","13.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:21:52",1,84.2,"00:00:00","00:21:52","--","--"
"328","Indoor Cycling","2020-12-25 14:43:02","false","8.00","322","00:34:07",151,178,"3.1","--","--","14.1","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:34:07",1,84.2,"00:00:00","00:34:07","--","--"
"329","Indoor Cycling","2020-12-24 06:37:08","false","8.00","271","00:32:34",137,170,"2.6","--","--","14.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:32:34",1,84.2,"00:00:00","00:32:34","--","--"
"330","Indoor Cycling","2020-12-22 06:39:46","false","6.00","215","00:25:48",138,174,"2.5","--","--","14.0","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:25:48",1,84.2,"00:00:00","00:25:48","--","--"
"331","Indoor Cycling","2020-12-21 06:03:59","false","14.30","484","01:00:01",143,173,"3.3","--","--","14.3","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","01:00:01",1,84.2,"00:00:00","01:00:04","--","--"
"332","Indoor Cycling","2020-12-20 07:00:08","false","8.10","293","00:35:01",139,170,"2.5","--","--","13.9","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:35:01",1,84.2,"00:00:00","00:35:01","--","--"
"333","Indoor Cycling","2020-12-18 06:34:01","false","10.00","301","00:38:48",139,174,"2.7","--","--","15.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:38:48",1,84.2,"00:00:00","00:38:49","--","--"
"334","Indoor Cycling","2020-12-17 06:46:11","false","9.00","333","00:38:11",144,178,"2.9","--","--","14.1","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:38:11",1,84.2,"00:00:00","00:38:11","--","--"
"335","Walking","2020-12-16 09:40:33","false","2.07","199","00:33:09",110,138,"1.0","113","134","16:01","14:10","128","105",0.89,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:01:10.0",3,80.6,"00:32:57","00:33:09","2,060","2,142"
"336","Indoor Cycling","2020-12-15 05:43:51","false","11.00","310","00:46:10",131,174,"2.3","--","--","14.3","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",75.2,"0:00","No","00:46:10",1,80.6,"00:00:00","00:46:10","--","--"
"337","Indoor Cycling","2020-12-14 07:17:16","false","7.00","209","00:30:01",129,164,"2.1","--","--","14.0","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:30:01",1,86,"00:00:00","00:30:01","--","--"
"338","Indoor Cycling","2020-12-13 06:34:02","false","12.00","415","00:49:05",143,175,"3.0","--","--","14.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:49:05",1,84.2,"00:00:00","00:49:05","--","--"
"339","Indoor Cycling","2020-12-11 05:52:35","false","11.00","297","00:45:17",129,169,"2.4","--","--","14.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:45:17",1,82.4,"00:00:00","00:45:17","--","--"
"340","Indoor Cycling","2020-12-10 06:57:43","false","9.20","307","00:39:17",139,170,"2.8","--","--","14.1","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",73.4,"0:00","No","00:39:17",1,82.4,"00:00:00","00:39:17","--","--"
"341","Indoor Cycling","2020-12-09 06:38:57","false","10.00","386","00:47:13",146,179,"3.2","--","--","12.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:47:13",1,82.4,"00:00:00","00:47:13","--","--"
"342","Indoor Cycling","2020-12-08 06:03:41","false","8.00","228","00:34:43",127,155,"2.1","--","--","13.8","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:34:43",1,82.4,"00:00:00","00:36:54","--","--"
"343","Indoor Cycling","2020-12-07 06:11:26","false","9.00","305","00:37:18",141,178,"2.9","--","--","14.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:37:18",1,84.2,"00:00:00","00:37:18","--","--"
"344","Indoor Cycling","2020-12-06 06:23:25","false","11.50","349","00:44:31",143,176,"3.1","--","--","15.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:44:31",1,84.2,"00:00:00","00:44:31","--","--"
"345","Indoor Cycling","2020-12-04 07:02:12","false","8.00","235","00:31:43",135,173,"2.5","--","--","15.1","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:31:43",1,84.2,"00:00:00","00:31:43","--","--"
"346","Indoor Cycling","2020-12-03 07:10:55","false","9.20","304","00:35:11",144,175,"2.9","--","--","15.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:35:11",1,86,"00:00:00","00:35:11","--","--"
"347","Indoor Cycling","2020-12-02 06:30:46","false","9.00","324","00:40:08",142,181,"3.0","--","--","13.5","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:40:08",1,86,"00:00:00","00:40:08","--","--"
"348","Indoor Cycling","2020-11-30 06:43:07","false","10.30","331","00:42:28",142,179,"3.1","--","--","14.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:42:28",1,84.2,"00:00:00","00:42:30","--","--"
"349","Indoor Cycling","2020-11-29 06:04:37","false","8.20","262","00:34:10",143,191,"2.9","--","--","14.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:34:10",1,84.2,"00:00:00","00:34:10","--","--"
"350","Indoor Cycling","2020-11-28 06:02:50","false","15.00","452","01:01:23",140,176,"3.2","--","--","14.7","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","01:01:23",1,80.6,"00:00:00","01:01:23","--","--"
"351","Indoor Cycling","2020-11-27 07:26:28","false","10.50","274","00:39:16",131,170,"2.3","--","--","16.0","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:39:16",1,82.4,"00:00:00","00:41:31","--","--"
"352","Indoor Cycling","2020-11-26 07:31:33","false","9.00","313","00:38:04",142,181,"3.0","--","--","14.2","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:38:04",1,82.4,"00:00:00","00:38:04","--","--"
"353","Indoor Cycling","2020-11-24 06:39:11","false","12.00","308","00:48:39",129,167,"2.5","--","--","14.8","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:48:39",1,82.4,"00:00:00","00:48:39","--","--"
"354","Walking","2020-11-23 15:50:13","false","1.12","102","00:19:22",106,116,"0.5","109","119","17:16","14:31","26","23",0.86,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:02:08.0",2,84.2,"00:19:14","00:19:22","2,085","2,192"
"355","Indoor Cycling","2020-11-23 07:02:33","false","0.00","309","00:40:13",140,176,"2.8","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:40:13",1,82.4,"00:00:00","00:40:13","--","--"
"356","Indoor Cycling","2020-11-22 07:12:10","false","9.00","326","00:37:26",146,177,"3.2","--","--","14.4","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:37:26",1,82.4,"00:00:00","00:39:20","--","--"
"357","Indoor Cycling","2020-11-21 06:15:25","false","10.10","333","00:43:48",135,174,"2.7","--","--","13.8","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:43:48",1,84.2,"00:00:00","00:48:46","--","--"
"358","Indoor Cycling","2020-11-19 06:51:06","false","9.00","312","00:43:01",136,175,"2.9","--","--","12.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:43:01",1,86,"00:00:00","00:43:01","--","--"
"359","Indoor Cycling","2020-11-18 07:09:43","false","9.00","226","00:40:42",118,152,"1.4","--","--","13.3","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:40:42",1,82.4,"00:00:00","00:40:42","--","--"
"360","Indoor Cycling","2020-11-17 06:11:57","false","9.10","297","00:40:01",136,177,"2.9","--","--","13.6","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:40:01",1,82.4,"00:00:00","00:40:01","--","--"
"361","Indoor Cycling","2020-11-16 06:33:55","false","0.00","424","01:00:01",134,176,"2.9","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","01:00:01",1,84.2,"00:00:00","01:00:01","--","--"
"362","Indoor Cycling","2020-11-15 16:45:03","false","0.00","295","00:36:11",143,176,"2.7","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:36:11",1,82.4,"00:00:00","00:36:11","--","--"
"363","Indoor Cycling","2020-11-15 06:38:44","false","0.00","302","00:35:43",140,172,"3.0","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",80.6,"0:00","No","00:35:43",1,84.2,"00:00:00","00:35:43","--","--"
"364","Indoor Cycling","2020-11-14 06:19:43","false","0.00","289","00:45:01",128,179,"2.8","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:45:01",1,84.2,"00:00:00","00:45:01","--","--"
"365","Indoor Cycling","2020-11-13 06:25:02","false","0.00","365","00:50:01",136,176,"3.1","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:50:01",1,84.2,"00:00:00","00:53:48","--","--"
"366","Indoor Cycling","2020-11-12 06:18:46","false","0.00","312","00:36:19",145,175,"3.1","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:36:19",1,84.2,"00:00:00","00:36:19","--","--"
"367","Indoor Cycling","2020-11-11 06:26:49","false","0.00","156","00:30:01",114,132,"0.7","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:30:01",1,82.4,"00:00:00","00:30:01","--","--"
"368","Indoor Cycling","2020-11-10 14:46:24","false","0.00","215","00:33:26",126,157,"2.0","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:33:26",1,82.4,"00:00:00","00:33:26","--","--"
"369","Indoor Cycling","2020-11-09 15:35:11","false","0.00","202","00:40:01",115,131,"0.6","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:40:01",1,82.4,"00:00:00","00:40:01","--","--"
"370","Cardio","2020-11-07 06:02:00","false","0.00","117","00:22:55",88,139,"0.3","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",77,"0:00","No","00:22:55",1,82.4,"00:00:00","00:22:55","2,069","2,069"
"371","Running","2020-11-06 07:09:33","false","1.02","100","00:09:41.6",156,182,"2.3","167","177","9:31","8:44","16","39",1.01,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",69.8,"0:00","No","00:00:09.7",2,77,"00:09:40.9","00:09:45.6","1,826","2,051"
"372","Running","2020-11-03 06:40:57","false","2.13","217","00:22:11",153,179,"3.0","168","183","10:26","8:51","39","89",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",68,"0:00","No","00:01:16.2",3,82.4,"00:22:09","00:23:51","1,767","1,833"
"373","Running","2020-11-02 05:54:08","false","3.00","310","00:31:03",156,178,"3.4","163","175","10:20","8:19","92","108",0.95,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",64.4,"0:00","No","00:00:02.3",4,80.6,"00:30:58","00:33:04","1,766","1,829"
"374","Cardio","2020-11-01 06:12:33","false","0.00","102","00:13:31",133,168,"1.5","--","--","--","--","--","--",0,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:13:31",1,75.2,"00:00:00","00:13:31","1,998","1,998"
"375","Treadmill Running","2020-11-01 05:35:55","false","3.12","291","00:30:58",152,179,"3.1","171","187","9:56","8:07","--","--",0.97,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",71.6,"0:00","No","00:01:34.6",4,80.6,"00:30:50","00:35:47","--","--"
"376","Running","2020-10-31 14:57:06","false","2.00","214","00:21:32",160,185,"3.2","163","170","10:45","9:11","39","82",0.92,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",82.4,"0:00","No","00:01:31.8",3,87.8,"00:21:26","00:22:20","1,768","1,829"
"377","Running","2020-10-30 07:28:39","false","2.01","191","00:19:29",155,186,"3.1","169","178","9:43","8:11","26","79",0.98,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",62.6,"0:00","No","00:00:01.8",3,77,"00:19:26","00:21:10","1,760","1,822"
"378","Running","2020-10-28 15:39:36","false","2.01","222","00:20:57",173,191,"3.5","161","174","10:27","7:00","36","89",0.96,0,0,0,"--",0,0,0,0,0,"--",0,0,0,"--","0:00",78.8,"0:00","No","00:00:02.1",3,86,"00:20:55","00:21:20","1,740","1,818"
